Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mammoth-p,,,,,,,,250 ML,,,,,,0.0,shopify,100,deny,manual,89.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
mammoth-p,,,,,,,,1 LITER,,,,,,0.0,shopify,100,deny,manual,213.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
mammoth-p,,,,,,,,4 LITER,,,,,,0.0,shopify,100,deny,manual,747.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
mammoth-p,,,,,,,,20 LITER,,,,,,0.0,shopify,100,deny,manual,2999.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
vyprx-plus,Fluence Bioengineering - VYPRx PLUS,"",FLUENCE BIOENGINEERING,"","",false,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,900.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/VYPR2p_abdad5d9-73bc-4e1c-92b0-f4762e594a99.png?v=1596522373,1,,false,,,,,,,,,,,,,,,,,kg,,,active
vyprx,Fluence Bioengineering - VYPRx,"",FLUENCE BIOENGINEERING,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,750.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/VYPR2x_2eaf4ff8-9a70-44fb-8ad2-8775ee02e812.png?v=1596522324,1,,false,,,,,,,,,,,,,,,,,kg,,,active
spydr-2x,Fluence Bioengineering -,"",FLUENCE BIOENGINEERING,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,880.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/SPYDR2x_ca5cc329-6c35-4f06-8742-63d98e894017.png?v=1596522181,1,,false,,,,,,,,,,,,,,,,,kg,,,active
spydr-2p,Fluence Bioengineering - SPYDR 2p,"",FLUENCE BIOENGINEERING,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,1350.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/SPYDR2p.png?v=1596522089,1,,false,,,,,,,,,,,,,,,,,kg,,,active
spydr-2i,Fluence Bioengineering - SPYDR 2i,"",FLUENCE BIOENGINEERING,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,1500.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/SPYDR2i_d350f23b-e316-4131-aa18-90488618a96a.png?v=1596521957,1,,false,,,,,,,,,,,,,,,,,kg,,,active
spydr-x-plus,Fluence Bioengineering - SPYDR X PLUS,"",FLUENCE BIOENGINEERING,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,1500.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/SPYDRxPLUS_10873f29-f59c-4d5f-a632-335713791819.png?v=1596521874,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kind-led-k3-xl300,Kind LED - K3 XL300,"<h3>DETAILS</h3>
<ul class=""des_text"">
<li>Spectrum</li>
<li>Full Spectrum (380-730nm)</li>
<li>Diodes</li>
<li>90 (3w, UV, IR)</li>
<li>Max Wattage</li>
<li>170w (±5%)</li>
<li>HID Wattage Equivalent</li>
<li>300w</li>
<li>Input Voltage</li>
<li>100-240V AC Power Input</li>
<li>Output Voltage</li>
<li>UL Stnd. &lt; 76V DC</li>
<li>Amperage
</li>
<li>1.75A @ 120V / 0.875A @ 240V</li>
<li>LIfetime</li>
<li>&gt;50,000 Hours</li>
<li>Weight</li>
<li>14.76 lbs</li>
<li>Dimensions</li>
<li>15.75”L x 13“W x 3.25”H</li>
<li>RMH</li>
<li>18""</li>
<li>Footprint (RMH)</li>
<li>2' x 2.5'</li>
<li>PPFD Peak (RMH)</li>
<li>776</li>
<li>Warranty</li>
<li>3 Year</li>
<li>Certifications</li>
<li>CE, ROHS, FCC</li>
</ul>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>Manufacturer</td>
</tr>
<tr>
<td></td>
<td></td>
</tr>
</tbody>
</table>",Kind LED,"","",false,Model Name,XL300,Weight (lbs),15,Dimensions,21x17x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_HANGING_HARDWARE_CORD_1600x_1270cdff-a617-4fa1-a0f8-d0e375e2e111.jpg?v=1596118498,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
kind-led-k3-xl300,,,,,,,,XL300,,15,,25x16x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_K3_Series2_IR-UV_1600x_bc2ef3e9-9fbf-4075-a849-89436dc7844d.jpg?v=1596118498,2,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,15,,30x17x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL300_OFF_ANGLED_1600x_b10db135-6815-48c1-a5ec-42feb2c77123.jpg?v=1596118498,3,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,15,,28x25x9,,0.0,shopify,100,deny,manual,395.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL300_OFF_TOP_1600x_ba52fceb-6d88-4ba5-82ad-0bb5c4f3a3d0.jpg?v=1596118498,4,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,19,,21x17x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/KIND_XL300_ON_SIDE_1600x_082f31a7-761c-4857-ab31-0a2de4121564.jpg?v=1596118498,5,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,19,,25x16x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/SERIES_2_KIND_CENTER_1600x_dcb93a6d-5158-4a1f-9f9b-af6ea5bced07.jpg?v=1596118498,6,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,19,,30x17x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,19,,28x25x9,,0.0,shopify,100,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,22,,21x17x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,22,,25x16x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,22,,30x17x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,22,,28x25x9,,0.0,shopify,100,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,35,,21x17x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,35,,25x16x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,35,,30x17x8,,0.0,shopify,100,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL300,,35,,28x25x9,,0.0,shopify,100,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,15,,21x17x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,15,,25x16x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,15,,30x17x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,15,,28x25x9,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,19,,21x17x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,19,,25x16x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,19,,30x17x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,19,,28x25x9,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,22,,21x17x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,22,,25x16x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,22,,30x17x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,22,,28x25x9,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,35,,21x17x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,35,,25x16x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,35,,30x17x8,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL450,,35,,28x25x9,,0.0,shopify,100,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,15,,21x17x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,15,,25x16x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,15,,30x17x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,15,,28x25x9,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,19,,21x17x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,19,,25x16x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,19,,30x17x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,19,,28x25x9,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,22,,21x17x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,22,,25x16x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,22,,30x17x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,22,,28x25x9,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,35,,21x17x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,35,,25x16x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,35,,30x17x8,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL600,,35,,28x25x9,,0.0,shopify,100,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,15,,21x17x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,15,,25x16x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,15,,30x17x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,15,,28x25x9,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,19,,21x17x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,19,,25x16x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,19,,30x17x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,19,,28x25x9,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,22,,21x17x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,22,,25x16x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,22,,30x17x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,22,,28x25x9,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,35,,21x17x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,35,,25x16x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,35,,30x17x8,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
kind-led-k3-xl300,,,,,,,,XL750,,35,,28x25x9,,0.0,shopify,100,deny,manual,1395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
paleo-bloom,Primordial Solutions - PALEO BLOOM,"<h3>DETAILS</h3>
PALEO BLOOM

<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>Manufacturer</td>
</tr>
<tr>
<td></td>
<td></td>
</tr>

</tbody>
</table>",Primordial Solutions,"","featured-product, microbials, primordial-solutions",true,Product,64 OZ,,,,,,0.0,shopify,100,deny,manual,59.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/PaleoBloom.jpg?v=1596097027,1,,false,,,,,,,,,,,,,,,,,kg,,,active
copy-of-true-blooms,Primordial Solutions - ROOTAMENTARY,"<h3>DETAILS</h3>
ROOTAMENTARY
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>Manufacturer</td>
</tr>
<tr>
<td></td>
<td></td>
</tr>
</tbody>
</table>",Primordial Solutions,"","featured-product, microbials, primordial-solutions",false,Product,2 OZ,,,,,,0.0,shopify,100,deny,manual,12.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/RootamentaryStock.jpg?v=1596096328,1,,false,,,,,,,,,,,,,,,,,kg,,,active
copy-of-true-blooms,,,,,,,,16 OZ,,,,,,0.0,shopify,100,deny,manual,57.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
copy-of-true-blooms,,,,,,,,1 GALLON,,,,,,0.0,shopify,100,deny,manual,329.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
true-blooms,Primordial Solutions  - TRUE BLOOMS,"<h3>DETAILS</h3>
TRUE BLOOMS

<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>Manufacturer</td>
</tr>
<tr>
<td></td>
<td></td>
</tr>

</tbody>
</table>",Primordial Solutions,"","featured-product, microbials, primordial-solutions",true,Product,2 OZ,,,,,,0.0,shopify,100,deny,manual,10.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/TrueBlooms614x700.jpg?v=1596096251,1,,false,,,,,,,,,,,,,,,,,kg,,,active
true-blooms,,,,,,,,16 OZ,,,,,,0.0,shopify,100,deny,manual,50.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
true-blooms,,,,,,,,1 GALLON,,,,,,0.0,shopify,100,deny,manual,305.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
sea-green,Primordial Solutions - SEA GREEN,"<h3>DETAILS</h3>
SEA GREEN

<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>Manufacturer</td>
</tr>
<tr>
<td></td>
<td></td>
</tr>

</tbody>
</table>",Primordial Solutions,"","featured-product, microbials, primordial-solutions",true,Product,2 OZ,,,,,,0.0,shopify,100,deny,manual,15.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/SeaGreen700x700.jpg?v=1596096075,1,,false,,,,,,,,,,,,,,,,,kg,,,active
sea-green,,,,,,,,16 OZ,,,,,,0.0,shopify,100,deny,manual,74.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
sea-green,,,,,,,,1 GALLON,,,,,,0.0,shopify,100,deny,manual,359.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
sea-green-hydro,Primordial Solutions - SEA GREEN HYDRO,"<h3>DETAILS</h3>
<p>SEA GREEN HYDRO</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>Manufacturer</td>
</tr>
<tr>
<td></td>
<td></td>
</tr>
</tbody>
</table>",Primordial Solutions,"","featured-product, microbials, primordial-solutions",true,Product,16 OZ,,,,,,0.0,shopify,100,deny,manual,36.50,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/SeaGreenHydro_e9dda810-e393-4b71-a7c1-818f8efde816.jpg?v=1596522701,1,,false,,,,,,,,,,,,,,,,,kg,,,active
sea-green-hydro,,,,,,,,1 GALLON,,,,,,0.0,shopify,100,deny,manual,209.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
dip-n-grow-liquid-rooting-concentrate,Dip'N Grow - Liquid Rooting Concentrate,"<h3>DETAILS</h3>
<p>Dip N Grow is a cloning solution that is self sanitizing due to its alcohol content, eliminating cross contamination. You'll have more success than with a powder.</p>
<p>For use on ornamentals only. Mix only for immediate use. For best results once diluted, Dip 'N Grow should be used within 10 hours. Read and follow the directions for use and precautionary statements printed on the bottle. This product is intended for commercial use only. Applicators and other handlers must wear: long-sleeved shirt and long pants, chemical resistant gloves, such as barrier laminate, butyl rubber, nitrile rubber, neoprene rubber, polyvinyl chloride, or viton, and shoes plus socks.</p>
<p>Dip'N Grow™ contains two rooting auxins (plant hormones Indole-3 butric acid and Naphthaleneacetic acid) recognized as root-inducing.</p>
<p>Directions for using the dilution cup: As soon as possible after taking cuttings, prepare a dilute solution of Dip 'N Grow as follows: To avoid spilling, use scissors to cut the corner of the 0.2 ounce packet and carefully pour Dip 'N Grow into the dilution cup, or pour from the 2 ounce bottle to the concentrate line of the dilution cup supplied.</p>
<p>For hardwoods, add water to the 5X dilution line. For semi-hardwoods, add water to the 10X dilution line. For softwoods or succulents, add water to the 20X dilution line. If you are doing more than one type of cutting start with the hardwoods so that you may dilute the solution to a semi-hardwood or a softwood dilution level later. Dip the basal end (bottom) of the cutting approximately one inch into the dilute Dip 'N Grow for 3 to 5 seconds. Following dipping, place cuttings into planting medium. (Vermiculite, perlite, pumice, or any coarse planting medium that drains well, works best).</p>
<p>Dip 'N Grow is available in a 2 ounce kit and a 16 ounce resealable bottle.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>FDIP-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Dip'N Grow,"","",true,Name,Dip 'N Grow 2 Ounce,,,,,,0.0,shopify,100,deny,manual,11.49,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ecoplus-23.jpg?v=1594883363,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ushio-double-ended-pro-plus-hp-1000-watt-bulb,Ushio - Double Ended Pro Plus HP 1000 Watt Bulb,"<h3>DETAILS</h3>
<ul>
<li>High red and blue spectral ratios for good photosynthesis efficiency</li>
<li>Great lumen output for increased PAR values</li>
<li>Robust plants through high blue light output</li>
<li>High red light ratio for healthy plant growth</li>
<li>Economic (long average life, high lumen output, low energy consumption)</li>
<li>Tubular low profile design for compact fixtures</li>
</ul>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>BHP1UDEPP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",Ushio,"","Grow Lights, grow-lighting",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,159.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ecoplus-19.jpg?v=1594882242,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ecoplus-commercial-air-1-18-watt-single-outlet-793-gph,EcoPlus - Commercial Air 1 - 18 Watt Single Outlet 793 GPH,"<h3>DETAILS</h3>
<p>You can effortlessly promote abundant and healthy root development, and improve nutrient uptake in multiple reservoir systems by adding centralized oxygenation. This commercial quality air pump will provide powerful and reliable output for operating a variety of air-driven devices. Each 3/8"" outlet pump comes ready to plug in with an air distribution fitting</p>
<p>The 18-watt pump pushes 793 gallons of air per hour.</p>
<p>The 35-watt pump pushes 1030 gallons of air per hour.</p>
<p>The 80-watt pump pushes 1300 gallons of air per hour.</p>
<p>Replacement diaphragm available - sold separately.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>PCA1</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",EcoPlus,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,50.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ecoplus-18.jpg?v=1594881993,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ecoplus-commercial-air-3-35-watt-single-outlet-1030-gph,EcoPlus - Commercial Air 3 - 35 Watt Single Outlet 1030 GPH,"<h3>DETAILS</h3>
<p>You can effortlessly promote abundant and healthy root development, and improve nutrient uptake in multiple reservoir systems by adding centralized oxygenation. This commercial quality air pump will provide powerful and reliable output for operating a variety of air-driven devices. Each 3/8"" outlet pump comes ready to plug in with an air distribution fitting (6-way for the 20 watt, and 6-way for the 35 and 80-watt pumps).</p>
<p>The 18-watt pump pushes 793 gallons of air per hour.</p>
<p>The 35-watt pump pushes 1030 gallons of air per hour.</p>
<p>The 80-watt pump pushes 1300 gallons of air per hour.</p>
<p>Replacement diaphragm available - sold separately.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>PCA3</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",EcoPlus,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,68.95,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ecoplus-17.jpg?v=1594881791,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ecoplus-air-stone-medium,EcoPlus - Air Stone-Medium,"<h3>DETAILS</h3>
<p>When powered by a high-output air pump, this large (13⁄8"" x 15⁄8"" tall ) air stone continuously releases thousands of bubbles to adequately aerate most large hydroponic reservoirs. Increased oxygen in the nutrient solution prevents root rot, encourages nutrient uptake and provides a welcome environment for beneficial aerobic bacteria.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>PECOAM</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",EcoPlus,"","",true,Title,Default Title,,,,,,0.0,shopify,100,deny,manual,3.30,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ecoplus-16.jpg?v=1594881601,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ecoplus-air-dividers,EcoPlus - Air Dividers,"<h3>DETAILS</h3>
<p>You can split the airflow and run several air diffusion devices from a large air pump with EcoPlus Air Dividers. The 4, 5, and12-outlet configurations have a separate shut-off for each outlet.</p>
<h3>ADDITIONAL INFORMATION</h3>
<table>
<tbody>
<tr>
<td>SKU</td>
<td>PUAD-GROUP</td>
</tr>
<tr>
<td>Manufacturer</td>
<td>No</td>
</tr>
</tbody>
</table>",EcoPlus,"","",true,Name,EcoPlus Air Dividers 4 Outlet,,,,,,0.0,shopify,100,deny,manual,6.85,,true,true,,https://cdn.shopify.com/s/files/1/0417/5675/4069/products/Ecoplus-6.jpg?v=1594878676,1,,false,,,,,,,,,,,,,,,,,kg,,,active
